NÚM.,NÚMERO DE IDENTIFICACIÓN,CARÁCTER,NOMBRE,SIGLAS DEPENDENCIA O ENTIDAD,ESTATUS,FECHA JUNTA DE ACLARACIONES,FECHA DE PRESENTACIÓN Y APERTURA DE PROPOSICIONES,TIPO DE PUBLICACIÓN,TIPO DE CONTRATACIÓN,CÓDIGO DE EXPEDIENTE,UNIDAD COMPRADORA,ENTIDAD FEDERATIVA
1564,AA-08-VSS-008VSS981-N-303-2025,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00101548,008VSS981 - DICONSA UNIDAD OPERATIVA MICHOCAN - ABASTO,MICHOACÁN DE OCAMPO
1565,AA-08-VSS-008VSS007-N-321-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00100970,"008VSS007 - SUBGERENCIA REGIONAL NOROESTE, UNIDAD OPERATIVA CULIACÁN",SINALOA
1566,AA-08-VSS-008VSS982-N-166-2025,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00102971,008VSS982 - UNIDAD OPERATIVA MORELOS,MORELOS
1567,AA-08-VSS-008VSS978-N-129-2025,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00103213,"008VSS978 - UNIDAD OPERATIVA POZA RICA, ABASTO",VERACRUZ
1568,AA-08-VSS-008VSS981-N-317-2025,NACIONAL,AZUCAR ESTANDAR,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00101994,008VSS981 - DICONSA UNIDAD OPERATIVA MICHOCAN - ABASTO,MICHOACÁN DE OCAMPO
1569,AA-08-VSS-008VSS968-N-246-2025,NACIONAL,"ATUN DOLORES ENSALADA, ATUN EL DORADO ACEITE, AGUA AF, AGUA, ACEITE POUCH",APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00100787,008VSS968 - UNIDAD OPERATIVA TAPACHULA ABASTO,CHIAPAS
1570,AA-48-410-048410003-N-1293-2025,NACIONAL,SERVICIOS PROFESIONALES CONSISTENTE EN LA LOGÍSTICA DE DESARROLLO DE ACTIVIDADES,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00091201,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
1571,AA-48-E00-048E00995-N-132-2026,NACIONAL,ACTIVIDADES DE LEMENTOS ESCENOGRÁFICOS UTILIZADOS EN LAS OBRAS DE TEATRO,INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00006323,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1572,AA-08-VSS-008VSS972-N-175-2026,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00003276,008VSS972 - UNIDAD OPERATIVA ACAYUCAN,VERACRUZ
1573,AA-08-VSS-008VSS978-N-264-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00005799,"008VSS978 - UNIDAD OPERATIVA POZA RICA, ABASTO",VERACRUZ
1574,AA-08-VSS-008VSS990-N-299-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00004229,008VSS990 - ALIMENTACIÓN PARA EL BIENESTAR - UNIDAD OPERATIVA HIDALGO ABASTO,HIDALGO
1575,AA-11-MAR-011MAR001-N-95-2023,NACIONAL,"SERVICIO DE BANQUETE, AMBIENTACIÓN MUSICAL Y BEBIDAS.",FCE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00045237,011MAR001 - SUBGERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1576,AA-48-E00-048E00995-N-699-2025,NACIONAL,PRESENTACION DE VEINTICUATRO FUNCIONES DE LA OBRA“ERRANTES – VIAJE A LA MEMORIA”,INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00036724,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1577,AA-13-312-013000999-N-128-2025,NACIONAL,NAC 13-0107ACOMB-25 REQ 356 COMB006/25 SUBCONTRATACION DE SERVICIOS CON TERCEROS,SEMAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00030899,013000999 - DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,CIUDAD DE MÉXICO
1578,AA-08-VSS-008VSS998-N-191-2023,NACIONAL,MAIZ BLANCO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00103699,008VSS998 - DIRECCIÓN COMERCIAL,CIUDAD DE MÉXICO
1579,AA-08-VSS-008VSS001-N-433-2023,NACIONAL,CAFE SOLUBLE UNICO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00109809,008VSS001 - GERENCIA REGIONAL SURESTE,TABASCO
1580,AA-08-VSS-008VSS999-N-288-2023,NACIONAL,DETERGENTE MARCA PROPIA,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00107570,008VSS999 - SUBGERENCIA DE LA UNIDAD OPERATIVA NUEVO LEÓN,NUEVO LEÓN
1581,AA-12-M00-012M00001-N-8-2023,NACIONAL,SERVICIO DE IMPRESIÓN DE MATERIAL PROMOCIONAL DE LA CONAMED 2023,SSA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00101576,012M00001 - DIRECCION DE RECURSOS HUMANOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1582,AA-12-NDY-012NDY001-N-820-2023,NACIONAL,DESCRIPCIÓN DE LA INFORMACIÓN DE ANTROPOMETRÍA EN LAS VIVIENDAS,INSP,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00102294,012NDY001 - DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,MORELOS
1583,AA-48-L3N-048L3N001-N-45-2026,NACIONAL,APOYO ADMINISTRATIVO PARA LA ELABORACIÓN DE LA MATRIZ DE RIESGOS Y EL PROGRAMA D,CCC,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00022596,"048L3N001 - SUBDIRECCION DE ADMINISTRACION Y FINANZAS, DEPARTAMENTO DE SERVICIOS",CIUDAD DE MÉXICO
1584,AA-51-GYN-051GYN905-N-36-2026,NACIONAL,APOYO PARA EL REGISTRO DE LAS CUENTAS CONTABLES A FIN DE INTEGRAR LA INFORMACIÓN,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00021973,051GYN905 - SUBDIRECCION DE ADMINISTRACION,CIUDAD DE MÉXICO
1585,AA-08-VSS-008VSS989-N-75-2026,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00023111,008VSS989 - ALIMENTACIÓN PARA EL BIENESTAR - UNIDAD OPERATIVA ZACATECAS ABASTO,ZACATECAS
1586,AA-08-VSS-008VSS008-N-519-2023,NACIONAL,GALLETAS VARIAS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00087633,008VSS008 - SUBGERENCIA OPERACIONES REGIONAL NORTE CENTRO,CHIHUAHUA
1587,AA-11-B01-011B01001-N-2001-2023,NACIONAL,INSTRUCTOR DE CONOCIMIENTOS Y HABILIDADES,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00085574,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1588,AA-08-VSS-008VSS992-N-644-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00002494,"008VSS992 - GERENCIA REGIONAL OCCIDENTAL, ABASTO",JALISCO
1589,AA-15-412-015000999-N-121-2026,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00012300,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1590,AA-06-KCZ-006KCZ002-N-11-2026,NACIONAL,SERVICIO DE AUDITORIA EXTERNA,FINABIEN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00011340,006KCZ002 - DIRECCIÓN DE ADMINISTRACIÓN,CIUDAD DE MÉXICO
1591,AA-13-J3A-013J3A001-N-28-2026,NACIONAL,"ARRENDAMIENTO DE EQUIPO DE FOTOCOPIADO, IMPRESIÓN Y DIGITALIZACIÓN DE DOCUMENTOS",	ASIPONA-LÁZARO CÁRDENAS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ARRENDAMIENTOS,E-2026-00010819,013J3A001 - LAZARO CARDENAS-GERENCIA DE ADMINISTRACION Y FINANZAS,MICHOACÁN DE OCAMPO
1592,AA-08-VSS-008VSS991-N-16-2026,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00008978,"008VSS991 - UNIDAD OPERATIVA SAN LUIS POTOSÍ, SUBGERENCIA DE LA UNIDAD OPERATIVA",SAN LUIS POTOSÍ
1593,AA-15-412-015000999-N-22-2026,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00011203,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1594,AA-06-A00-006A00997-N-4543-2023,NACIONAL,03-23-295   SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00106774,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
1595,AA-08-VSS-008VSS013-N-455-2023,NACIONAL,JABON DE LAVANDERIA,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00104530,008VSS013 - GERENCIA REGIONAL OAXACA,OAXACA
1596,AA-08-VSS-008VSS979-N-508-2023,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00103642,"008VSS979 - UNIDAD OPERATIVA DURANGO, ABASTO",DURANGO
1597,AA-12-NCD-012NCD002-N-101-2023,NACIONAL,"SERVICIOS DE CALIBRACIÓN A MICROPIPETAS MONOCANAL, MULTICANAL Y REPETIDORAS",INER,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00104762,012NCD002 - SUBDIRECCION DE SERVICIOS GENERALES,CIUDAD DE MÉXICO
1598,AO-51-GYN-051GYN001-N-62-2024,NACIONAL,APOYO EN LOS TRABAJOS DE LAS OBRAS EN AUXILIO AL RESIDENTE,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS RELACIONADOS CON LA OBRA,E-2024-00012457,051GYN001 - SUBDIRECCION DE OBRAS Y CONTRATACION,CIUDAD DE MÉXICO
1599,AA-48-410-048410003-N-636-2024,NACIONAL,PRESTAR SERVICIOS PROFESIONALES EN EL SISTEMA NACIONAL DE FOMENTO MUSICAL,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00012403,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
1600,AA-11-B01-011B01001-N-17-2026,NACIONAL,COORDINADOR DE INVITADOS.,ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00107395,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1601,AA-08-B00-008B00001-N-201-2025,NACIONAL,SERVICIO DE ARRENDAMIENTO DE EQUIPO DE CÓMPUTO PERSONAL Y PERIFÉRICOS,SENASICA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ARRENDAMIENTOS,E-2025-00105395,008B00001 - DIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1602,AA-85-X28-926016949-N-82-2024,NACIONAL,PRESTACIÓN DE SERVICIOS,SEMUJERES,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00111552,926016949 - COORDINACION EJECUTIVA,SONORA
1603,AA-48-E00-048E00995-N-114-2025,NACIONAL,ENLACE DE PRODUCCIÓN ENTRE LA CNO Y LA GERENCIA DEL PALACIO DE BELLAS ARTES,INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00010770,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1604,AA-15-412-015000999-N-1435-2024,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00111601,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1605,AA-08-VSS-008VSS987-N-88-2024,NACIONAL,LIMPIADORES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00091167,008VSS987 - SUBGERENCIA REGIONAL TLAXCALA,TLAXCALA
1606,AA-09-JZL-009JZL002-N-169-2025,NACIONAL,"CONTRATACIÓN DEL SERVICIO CAMPAÑA 60 ANIVERSARIO DE ASA, VERSIÓN ""60 RAZONES PAR",ASA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00096828,009JZL002 - GERENCIA DE LICITACIONES,CIUDAD DE MÉXICO
1607,AA-06-HJY-006HJY001-N-156-2025,NACIONAL,SERVICIO DE DIFUSIÓN DE LAS CAMPAÑAS PARA PROMOCIÓN Y PUBLICIDAD DE LOTERÍA NACI,PRONOSTICOS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00097281,006HJY001 - GERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
1608,AA-06-A00-006A00997-N-3401-2025,NACIONAL,02-25-399    SERVICIOS PROFESIONALES PARA LA ELABORACION DEL AVALUO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00090974,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
1609,AA-08-VSS-008VSS981-N-193-2025,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00097650,008VSS981 - DICONSA UNIDAD OPERATIVA MICHOCAN - ABASTO,MICHOACÁN DE OCAMPO
1610,AA-08-VSS-008VSS980-N-249-2023,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00076221,008VSS980 - UNIDAD OPERATIVA GUERRERO - ABASTO,GUERRERO
1611,AA-48-L9Y-048L9Y001-N-272-2023,NACIONAL,APOYO PARA LA REALIZACIÓN DE CONCILIACIONES CONTABLES E IMPUESTOS,FICINE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00076894,048L9Y001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1612,AA-38-9ZU-0389ZU001-N-245-2023,NACIONAL,100116837 - HI TEC,CIDESI,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00074509,0389ZU001 - SUBDIRECCION DE RECURSOS MTERIALES Y SERVICIOS GENERALES,QUERÉTARO
1613,AA-21-W3S-021W3S002-N-161-2023,NACIONAL,MATERIALES COMPLEMENTARIOS,FONATUR-INFRAESTRUCTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00075369,"021W3S002 - GERENCIA CENTRAL, SUBGERENCIA DE ADQUISICIONES",QUINTANA ROO
1614,AA-38-91C-03891C999-N-37-2025,NACIONAL,"SERVICIO DE RECOLECCIÓN DE BASURA EN EL COLEF, UNIDAD TIJUANA, BAJA CALIFORNIA",COLEF,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00019927,03891C999 - DIRECCION DE RECURSOS MATERIALES Y SERVICIOS,BAJA CALIFORNIA
1615,AA-12-M7F-012M7F002-N-18-2025,NACIONAL,APOYAR EN LA GESTIÓN EDUCATIVA DE LOS CURSOS DEL PROGRAMA ANUAL DE EDUCACIÓN,INPSIQ,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00014919,012M7F002 - SUBDIRECCION DE SERVICIOS GENERALES,CIUDAD DE MÉXICO
1616,AA-48-L9Y-048L9Y001-N-104-2025,NACIONAL,SERVICIO DE APOYO TÉCNICO EN PROYECCIÓN Y SONIDO DE LAS SALAS DE CINETECA,FICINE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00023064,048L9Y001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1617,AA-13-J4V-013J4V001-N-136-2025,NACIONAL,ENLACE DE MANTENIMIENTO INFORMÁTICO,FIDENA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00025179,013J4V001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1618,AA-81-003-922017981-N-95-2025,NACIONAL,MATERIAL PARA MANTENIMIENTO Y REHABILITACIÓN,COBAQ,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00098056,922017981 - DIRECCIÓN ADMINISTRATIVA,QUERÉTARO
1619,AA-08-VSS-008VSS995-N-377-2025,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00089932,"008VSS995 - UNIDAD OPERATIVA QUERETARO, ABASTO",QUERÉTARO
1620,AA-20-144-020000876-N-3-2025,NACIONAL,SUMINISTRO DE ALIMENTACION,BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00010567,020000876 - SUBDELEGACION DE ADMINISTRACION,SAN LUIS POTOSÍ
1621,AA-06-H00-006H00999-N-24-2025,NACIONAL,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE ELEVADORES MARCA SCHINDLER,ANAM,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00036662,006H00999 - DIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1622,AA-50-GYR-050GYR030-N-90-2025,NACIONAL,"AA-N-90-2025 - SERVICIO SUBROGADO DE ESTUDIOS DE LABORATORIO, PARA ATENDER LA DE",IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00036671,050GYR030 - COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,BAJA CALIFORNIA SUR
1623,AA-08-VSS-008VSS998-N-244-2025,NACIONAL,GRANOS A GRANEL,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00037474,008VSS998 - DIRECCIÓN COMERCIAL,CIUDAD DE MÉXICO
1624,AA-11-L4J-011L4J990-N-31-2025,NACIONAL,SERVICIOS PROFESIONALES MAYO-DICIEMBRE LUCIA HEREDIA 11-L4J-162,CINVESTAV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00037105,011L4J990 - UNIDAD DE GENOMICA AVANZADA,GUANAJUATO
1625,AA-47-AYL-006AYL998-N-402-2025,NACIONAL,SERVICIO PROFESIONAL DE APOYO EN LA GESTIÓN DE REPOSITORIOS DE LOGS,SPR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00029711,006AYL998 - UNIDAD DE ADMINISTRACIÓN Y FINANZAS,CIUDAD DE MÉXICO
1626,AA-08-VSS-008VSS001-N-63-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00037621,008VSS001 - GERENCIA REGIONAL SURESTE,TABASCO
1627,AA-13-J3A-013J3A001-N-98-2025,NACIONAL,DICTAMEN EXTERNO DEL PROYECTO DE INVERSIÓN “VIALIDAD ALTERNA AL RECINTO.,	ASIPONA-LÁZARO CÁRDENAS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00019129,013J3A001 - LAZARO CARDENAS-GERENCIA DE ADMINISTRACION Y FINANZAS,MICHOACÁN DE OCAMPO
1628,AA-08-VSS-008VSS998-N-198-2024,NACIONAL,MAIZ BLANCO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00013687,008VSS998 - DIRECCIÓN COMERCIAL,CIUDAD DE MÉXICO
1629,AA-13-J4V-013J4V001-N-108-2025,NACIONAL,AUDITOR/EVALUADOR DE CAMPO,FIDENA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00022137,013J4V001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
1630,AA-51-GYN-051GYN052-N-17-2025,NACIONAL,SERVICIO DOTACIÓN DE DOSÍMETROS Y LECTURA,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00022149,051GYN052 - DELEGACION ESTATAL DEL ISSSTE EN BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR
1631,AA-11-B00-011B00001-N-880-2025,NACIONAL,PRESTACIÓN DE SERVICIOS PROFESIONALES CELEX,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00023192,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
1632,AA-15-412-015000999-N-165-2026,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00012796,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1633,AA-51-GYN-051GYN073-N-3-2026,NACIONAL,SUMINISTRO DE GARRAFONES DE 20 LITROS,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00013423,051GYN073 - SUBDIRECCIÒN ADMINISTRATIVA DEL HOSPITAL REGIONAL 1º DE OCTUBRE,CIUDAD DE MÉXICO
1634,AA-08-VSS-008VSS990-N-424-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00013677,008VSS990 - ALIMENTACIÓN PARA EL BIENESTAR - UNIDAD OPERATIVA HIDALGO ABASTO,HIDALGO
1635,AA-15-412-015000999-N-1652-2024,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00113236,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1636,AA-12-NDF-012NDF999-N-554-2024,NACIONAL,"PEDIDO 736 MAYOR BIOMET MEXICO, S.A. DE C.V. (OSTEOSINTESIS)",INR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00113479,012NDF999 - SUBDIRECCION DE COMPRAS Y SUMINISTROS,CIUDAD DE MÉXICO
1637,AA-08-VSS-008VSS992-N-592-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00113814,"008VSS992 - GERENCIA REGIONAL OCCIDENTAL, ABASTO",JALISCO
1638,AA-12-NDF-012NDF999-N-496-2024,NACIONAL,PEDIDO MENOR 395 SUMINISTROS MEDICOS DEL CENTRO S.A. DE C.V.,INR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00094548,012NDF999 - SUBDIRECCION DE COMPRAS Y SUMINISTROS,CIUDAD DE MÉXICO
1639,AA-13-312-013000999-N-362-2023,NACIONAL,NAC 13-0336/23 REQ 6191 HID023 MATERIALES Y UTILES DE OFICINA,SEMAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00060587,013000999 - DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,CIUDAD DE MÉXICO
1640,AA-32-412-032000001-N-146-2023,NACIONAL,ADQUISICIÓN DE MATERIALES Y ÚTILES DE OFICINA,TFJA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00058759,032000001 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
1641,AA-21-W3S-021W3S002-N-126-2023,NACIONAL,ADQUISICION DE HERRAMIENTA,FONATUR-INFRAESTRUCTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00060047,"021W3S002 - GERENCIA CENTRAL, SUBGERENCIA DE ADQUISICIONES",OAXACA
1642,AA-06-A00-006A00997-N-1734-2023,NACIONAL,01-23-161 SERVICIOS PROFESIONALES PARA LA ELABORACION DEL AVALUO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00059500,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
1643,AA-85-X28-926016949-N-47-2022,NACIONAL,CONTRATO DE PRESTACIÒN DE SERVICIOS,SEMUJERES,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00058689,926016949 - COORDINACION EJECUTIVA,SONORA
1644,AA-08-VSS-008VSS978-N-141-2023,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00058757,"008VSS978 - UNIDAD OPERATIVA POZA RICA, ABASTO",VERACRUZ
1645,AA-50-GYR-050GYR011-I-144-2023,INTERNACIONAL ABIERTO,AD-121-23 ADQUISICIÓN DE BIENES TERAPÉUTICOS,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00059643,050GYR011 - COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,YUCATÁN
1646,AA-50-GYR-050GYR060-T-283-2024,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,CONSUMIBLES DE EQUIPO MEDICO.1,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00109425,"050GYR060 - UMAE HOSPITAL DE PEDIATRIA DEL CMNO, DEPARTAMENTO DE ABASTECIMIENTO Y EQUIPAMIENTO",JALISCO
